Student_ID,Gender,Age,Study_Hours,Attendance,Internal_Marks,Assignment_Score,Previous_Grade,Internet_Access,Final_Score,Result
499,Male,21,1.6,92,54,84,A,No,68,Pass
500,Female,19,6.1,61,82,88,D,No,91,Pass
501,Female,19,5.3,98,62,80,D,No,90,Pass
502,Male,19,6.3,84,58,77,C,No,89,Pass
503,Female,17,2.7,67,96,90,B,Yes,80,Pass
504,Female,22,1,100,75,83,B,No,74,Pass
505,Female,19,7.6,85,72,72,C,Yes,99,Pass
506,Female,19,3,67,55,90,D,Yes,69,Pass
507,Female,23,5.3,95,75,41,A,Yes,85,Pass
508,Male,22,1.6,60,50,49,A,No,50,Pass
509,Male,22,1.8,52,74,43,A,Yes,55,Pass
510,Male,19,2,93,83,94,D,Yes,81,Pass
511,Female,20,2.9,92,79,58,B,Yes,77,Pass
512,Female,21,1.8,72,92,48,A,No,67,Pass
513,Female,20,3.8,76,48,42,B,No,64,Pass
514,Female,23,5.4,92,90,74,A,Yes,96,Pass
515,Male,21,2.1,97,61,98,D,Yes,77,Pass
516,Male,19,9.2,79,99,54,B,No,110,Pass
517,Male,20,2.3,63,96,44,C,No,68,Pass
518,Male,18,5.9,61,86,68,D,Yes,87,Pass
519,Male,22,6.5,88,50,40,C,No,81,Pass
520,Female,22,4.5,57,58,85,C,No,74,Pass
521,Female,17,6.8,98,40,45,B,Yes,84,Pass
522,Female,22,6.4,68,74,56,B,No,85,Pass
523,Female,20,4.6,81,40,96,D,No,78,Pass
524,Male,20,4.4,58,75,46,B,Yes,71,Pass
525,Male,18,3.7,98,47,99,D,No,81,Pass
526,Female,23,6,91,74,90,C,No,97,Pass
527,Female,19,5.1,100,80,61,B,Yes,91,Pass
528,Male,23,7.3,60,43,96,C,No,86,Pass
529,Female,22,6.6,73,80,62,B,Yes,91,Pass
530,Female,22,4.1,67,65,70,A,No,74,Pass
531,Male,18,1.7,70,82,82,D,Yes,70,Pass
532,Female,21,6.4,80,89,54,B,Yes,93,Pass
533,Male,19,6.2,59,68,90,A,Yes,87,Pass
534,Male,17,9.3,57,47,63,C,No,90,Pass
535,Male,23,7.3,65,47,69,A,No,83,Pass
536,Female,22,7.2,51,64,88,B,Yes,88,Pass
537,Female,21,8.5,86,93,87,D,Yes,113,Pass
538,Female,19,8.8,87,75,62,D,Yes,105,Pass
539,Male,18,2.7,65,52,42,D,Yes,57,Pass
540,Male,21,7.8,89,82,91,B,Yes,108,Pass
541,Male,23,6.3,56,87,50,B,Yes,84,Pass
542,Male,22,5.3,55,66,89,C,No,80,Pass
543,Male,21,2.9,68,74,43,B,No,65,Pass
544,Female,17,8.8,58,50,78,C,No,92,Pass
545,Female,18,6.1,97,82,56,D,Yes,95,Pass
546,Female,23,5.4,83,66,49,C,Yes,81,Pass
547,Female,22,2.3,53,92,100,A,Yes,75,Pass
548,Female,23,7.4,82,83,56,D,No,97,Pass
549,Female,18,7.2,68,77,99,B,No,99,Pass
550,Male,21,6.2,83,87,79,A,Yes,97,Pass
551,Male,22,7,75,62,74,A,Yes,90,Pass
552,Male,20,9.8,79,87,82,D,Yes,115,Pass
553,Male,23,5.2,86,51,75,D,Yes,82,Pass
554,Female,23,3.6,67,81,72,B,Yes,76,Pass
555,Male,23,5,70,51,41,D,Yes,69,Pass
556,Male,21,4.1,54,56,69,A,Yes,67,Pass
557,Male,23,9.8,54,53,96,D,Yes,100,Pass
558,Female,18,5.9,82,85,72,C,Yes,94,Pass
559,Female,17,9.3,61,88,83,A,No,107,Pass
560,Male,19,5.7,69,52,59,D,Yes,76,Pass
561,Female,18,1.1,57,52,54,D,No,49,Fail
562,Male,21,1.8,60,57,52,A,Yes,54,Pass
563,Female,23,8.4,51,55,64,A,No,86,Pass
564,Female,22,9.6,76,51,78,D,No,101,Pass
565,Male,23,2.8,62,40,81,C,No,60,Pass
566,Female,21,8,88,95,89,D,No,112,Pass
567,Female,19,5,63,41,78,C,No,71,Pass
568,Female,17,9.5,54,64,91,B,No,101,Pass
569,Female,18,3.2,98,67,83,C,Yes,82,Pass
570,Male,21,8.9,94,55,65,D,No,102,Pass
571,Male,19,9.7,50,88,51,B,No,100,Pass
572,Male,20,6,98,86,47,C,Yes,94,Pass
573,Female,17,6.3,72,59,49,B,No,80,Pass
574,Female,18,8.3,78,40,49,D,Yes,86,Pass
575,Female,19,5,65,41,98,B,No,76,Pass
576,Male,19,2.1,61,48,80,D,Yes,59,Pass
577,Female,22,4.3,56,55,66,A,Yes,68,Pass
578,Female,21,4.1,75,59,59,C,Yes,72,Pass
579,Male,21,9.5,56,84,78,C,Yes,105,Pass
580,Male,19,7,52,81,51,D,No,85,Pass
581,Male,21,6.3,97,83,40,B,No,93,Pass
582,Male,22,4,65,59,96,D,No,76,Pass
583,Male,23,9.9,95,83,51,B,Yes,113,Pass
584,Male,20,5.3,50,96,70,B,Yes,84,Pass
585,Male,21,9,82,90,71,C,No,110,Pass
586,Male,23,3.3,73,40,73,A,Yes,65,Pass
587,Female,21,4.6,60,89,73,B,No,82,Pass
588,Female,18,6.1,92,79,76,B,No,97,Pass
589,Male,17,9,100,62,41,D,No,101,Pass
590,Male,22,8.6,97,98,43,C,No,110,Pass
591,Female,21,4.8,64,90,51,A,No,80,Pass
592,Male,23,5.4,52,79,47,B,No,75,Pass
593,Male,19,2.3,89,63,41,B,No,65,Pass
594,Female,17,7.3,68,47,82,A,No,87,Pass
595,Male,23,5.7,72,40,82,D,Yes,78,Pass
596,Female,19,7.3,87,43,61,C,Yes,87,Pass
597,Female,17,8.3,59,63,80,A,Yes,94,Pass
598,Male,19,2.3,98,90,88,B,No,85,Pass
599,Female,18,7.1,81,80,51,D,No,94,Pass
600,Male,18,3.8,59,88,56,D,Yes,74,Pass
601,Female,22,5.3,66,55,81,A,No,79,Pass
602,Male,22,8.6,58,82,73,D,Yes,99,Pass
603,Female,23,4.7,77,93,57,A,No,85,Pass
604,Female,17,5.4,67,79,100,C,No,90,Pass
605,Male,21,9.3,91,81,67,C,Yes,111,Pass
606,Female,23,3.1,85,82,92,B,Yes,84,Pass
607,Female,22,9.2,79,60,50,C,No,97,Pass
608,Male,21,2.3,51,47,44,D,Yes,49,Fail
609,Female,23,2.7,56,65,63,A,No,62,Pass
610,Male,19,6.8,65,43,89,B,No,84,Pass
611,Male,20,3.4,53,66,78,B,Yes,68,Pass
612,Female,19,7.8,79,85,93,C,Yes,106,Pass
613,Male,17,7.8,74,83,52,C,Yes,96,Pass
614,Female,20,4.2,77,59,56,C,No,73,Pass
615,Female,19,3.3,62,49,42,A,No,58,Pass
616,Male,21,6.4,100,69,44,B,No,91,Pass
617,Female,18,3.2,82,52,56,B,Yes,67,Pass
618,Male,17,9.4,67,97,92,D,Yes,114,Pass
619,Male,19,2.1,85,49,86,A,Yes,67,Pass
620,Male,21,5.6,67,50,48,A,No,72,Pass
621,Female,21,2.6,90,54,91,D,No,74,Pass
622,Female,22,8,100,100,67,A,Yes,113,Pass
623,Male,21,7,54,76,87,C,No,91,Pass
624,Male,18,1.2,92,71,59,C,No,66,Pass
625,Female,21,4.5,50,43,96,C,Yes,69,Pass
626,Female,18,4.2,87,41,40,A,Yes,67,Pass
627,Female,17,3.4,57,73,80,D,Yes,72,Pass
628,Female,21,3,53,61,72,A,No,63,Pass
629,Male,22,2,90,44,59,B,Yes,62,Pass
630,Female,17,9.7,53,89,95,A,Yes,110,Pass
631,Female,21,3.1,98,73,69,C,No,80,Pass
632,Male,21,8.2,73,60,67,B,Yes,94,Pass
633,Female,18,9,83,86,81,C,No,111,Pass
634,Male,23,2.5,58,72,75,C,Yes,66,Pass
635,Male,18,3.3,96,56,87,D,No,79,Pass
636,Male,18,6.8,53,41,76,D,No,77,Pass
637,Male,19,8.9,82,58,72,D,Yes,100,Pass
638,Female,21,2.9,85,72,83,D,No,78,Pass
639,Male,19,3.7,76,65,59,D,Yes,72,Pass
640,Male,23,7,88,62,82,C,Yes,96,Pass
641,Male,21,4.5,91,83,94,D,Yes,93,Pass
642,Male,17,8.3,74,70,86,C,Yes,101,Pass
643,Female,20,8.3,96,40,67,B,Yes,95,Pass
644,Male,21,6.9,83,96,40,B,No,96,Pass
645,Male,21,1.2,86,74,88,D,No,71,Pass
646,Female,17,9.6,83,76,92,B,Yes,114,Pass
647,Female,20,4.4,85,99,93,A,No,95,Pass
648,Female,17,9.2,65,82,65,B,Yes,103,Pass
649,Male,19,6.7,64,96,55,B,No,92,Pass
650,Female,23,5.3,91,98,53,A,No,93,Pass
651,Male,23,1.9,71,43,91,B,No,61,Pass
652,Female,22,7.5,85,49,62,C,Yes,90,Pass
653,Male,20,8.8,84,87,83,D,Yes,111,Pass
654,Male,19,9.5,84,72,85,C,Yes,111,Pass
655,Male,20,8.7,95,83,50,B,No,106,Pass
656,Male,21,3.7,60,55,69,A,Yes,66,Pass
657,Male,19,9.2,84,43,95,B,Yes,103,Pass
658,Female,20,5.3,80,78,84,C,Yes,90,Pass
659,Female,23,1.3,68,55,52,A,No,53,Pass
660,Male,21,5.4,88,87,79,C,No,95,Pass
661,Male,22,2.1,52,60,67,D,No,57,Pass
662,Male,19,9.1,91,61,54,B,Yes,101,Pass
663,Male,17,1.5,84,97,56,C,Yes,73,Pass
664,Male,23,8.7,66,98,60,D,Yes,104,Pass
665,Male,22,9.3,77,60,69,A,No,101,Pass
666,Male,18,4,52,99,45,B,Yes,74,Pass
667,Female,23,2.8,68,79,77,B,Yes,73,Pass
668,Female,17,2.5,90,78,96,C,No,82,Pass
669,Male,22,6.5,69,44,78,C,Yes,82,Pass
670,Female,23,1.2,90,58,87,D,No,67,Pass
671,Female,20,7.5,70,86,49,D,Yes,94,Pass
672,Female,17,9.8,99,85,82,C,No,120,Pass
673,Female,23,1.6,99,69,56,B,Yes,69,Pass
674,Male,22,3.2,52,65,46,D,Yes,60,Pass
675,Female,18,4.5,67,95,47,C,Yes,80,Pass
676,Male,18,8.1,80,69,81,A,No,101,Pass
677,Male,19,4.2,69,76,93,A,Yes,83,Pass
678,Male,23,3.2,59,49,84,D,No,65,Pass
679,Female,18,6.8,98,87,57,B,Yes,100,Pass
680,Male,20,4,69,98,74,B,Yes,84,Pass
681,Male,22,7,77,74,97,D,Yes,99,Pass
682,Male,17,5,57,71,83,B,No,80,Pass
683,Male,19,9.2,99,65,52,B,No,105,Pass
684,Male,17,9.6,96,92,82,D,No,120,Pass
685,Male,23,6.3,90,75,89,D,Yes,98,Pass
686,Female,19,8.3,56,100,47,D,No,97,Pass
687,Female,20,8.5,51,68,44,C,No,86,Pass
688,Male,19,1.8,67,100,65,D,No,72,Pass
689,Male,23,1.7,83,85,42,C,No,67,Pass
690,Male,23,1.6,59,83,71,B,No,64,Pass
691,Male,17,6.9,83,80,95,D,No,102,Pass
692,Female,17,9.3,87,83,54,C,No,108,Pass
693,Female,18,1.4,54,56,41,D,No,48,Fail
694,Female,18,5.8,82,72,100,C,Yes,95,Pass
695,Female,23,4.8,76,82,51,C,No,81,Pass
696,Female,23,3.4,87,88,88,A,Yes,87,Pass
697,Female,19,7.6,95,95,60,D,No,107,Pass
698,Male,20,7.3,81,48,60,A,Yes,87,Pass
699,Male,19,4.6,56,79,85,A,No,80,Pass
700,Male,19,8,86,100,92,C,Yes,114,Pass
701,Female,22,1.2,58,98,74,D,Yes,67,Pass
702,Male,17,4.5,78,69,89,B,No,84,Pass
703,Female,17,1,62,51,46,B,Yes,48,Fail
704,Female,21,5,72,48,87,C,No,78,Pass
705,Female,23,6.7,81,67,96,A,No,97,Pass
706,Male,22,7.7,66,45,64,A,Yes,84,Pass
707,Female,19,3.9,67,58,72,B,Yes,71,Pass
708,Male,21,7.1,69,64,73,D,No,90,Pass
709,Female,19,8.4,70,75,49,A,No,95,Pass
710,Female,19,5.3,53,77,76,A,Yes,80,Pass
711,Female,17,2.1,62,80,95,C,No,72,Pass
712,Male,21,5.8,95,74,58,B,No,91,Pass
713,Female,23,8.2,53,63,59,C,No,87,Pass
714,Male,22,5.6,59,76,79,B,Yes,84,Pass
715,Female,18,1.5,56,86,49,D,Yes,59,Pass
716,Female,17,2.6,69,46,94,B,No,66,Pass
717,Female,21,6.3,77,72,44,A,No,84,Pass
718,Female,23,9.1,73,74,83,D,Yes,106,Pass
719,Female,21,3.4,90,98,86,C,No,90,Pass
720,Male,19,6.3,81,82,58,C,No,92,Pass
721,Male,18,8.3,58,88,63,D,No,97,Pass
722,Female,18,4.5,62,60,63,C,Yes,71,Pass
723,Female,21,9.5,70,64,90,A,No,105,Pass
724,Female,20,1.7,80,99,43,C,No,70,Pass
725,Male,18,7.5,91,57,82,A,No,98,Pass
726,Female,23,2.5,54,71,77,D,Yes,65,Pass
727,Female,23,2.9,65,60,74,C,No,66,Pass
728,Male,22,9.2,98,57,88,B,No,110,Pass
729,Male,19,8.3,96,96,73,C,Yes,113,Pass
730,Female,18,1.8,93,78,60,A,Yes,72,Pass
731,Male,20,8.8,79,44,56,B,No,92,Pass
732,Female,18,9.8,73,60,85,D,Yes,105,Pass
733,Female,22,3.5,86,43,58,A,No,67,Pass
734,Female,19,3.9,99,40,42,A,No,69,Pass
735,Female,20,4.7,51,57,57,C,No,67,Pass
736,Male,18,9.1,81,86,52,A,No,106,Pass
737,Male,22,7.2,72,66,51,D,No,87,Pass
738,Female,18,8.7,54,89,94,C,Yes,105,Pass
739,Male,22,6.8,69,90,56,C,Yes,92,Pass
740,Male,23,5,60,77,93,A,Yes,84,Pass
741,Female,23,8.1,57,61,88,B,Yes,93,Pass
742,Male,22,3,54,89,86,B,No,75,Pass
743,Female,20,5.1,100,46,76,D,Yes,84,Pass
744,Male,18,3.7,87,64,63,C,Yes,76,Pass
745,Male,22,1.1,77,95,61,B,Yes,69,Pass
746,Male,17,4.8,69,73,92,A,Yes,85,Pass
747,Male,23,5.8,86,85,53,B,No,90,Pass
748,Female,17,2,56,69,62,A,Yes,59,Pass
749,Female,20,2.9,68,56,93,C,No,70,Pass
750,Female,18,6.1,53,100,95,C,Yes,95,Pass
751,Female,21,5.4,89,86,44,C,No,88,Pass
752,Female,20,4.8,86,89,40,D,No,84,Pass
753,Male,21,2.2,58,64,41,C,No,55,Pass
754,Male,21,1.3,64,75,82,B,No,64,Pass
755,Male,18,2.3,59,51,68,A,Yes,58,Pass
756,Female,23,4.6,54,66,40,B,No,67,Pass
757,Female,17,1.5,83,52,63,A,No,60,Pass
758,Female,18,5.7,50,80,53,B,No,78,Pass
759,Male,23,1.6,84,72,91,A,Yes,73,Pass
760,Female,23,1,70,79,65,B,No,62,Pass
761,Male,17,6.4,74,41,87,C,Yes,83,Pass
762,Female,23,6.7,67,46,75,B,No,82,Pass
763,Male,19,5.9,89,94,96,C,No,103,Pass
764,Male,21,1.2,78,93,49,D,Yes,67,Pass
765,Male,22,5.4,67,93,59,B,Yes,86,Pass
766,Male,18,2.7,53,45,89,B,Yes,60,Pass
767,Male,19,9.3,86,71,83,D,No,110,Pass
768,Female,22,6.5,81,42,82,D,Yes,85,Pass
769,Female,22,1.9,61,60,59,C,No,57,Pass
770,Female,22,4.5,74,40,86,A,Yes,73,Pass
771,Female,19,8.8,79,87,58,D,Yes,105,Pass
772,Female,21,4,50,81,67,D,Yes,72,Pass
773,Female,22,7.3,96,90,61,C,Yes,104,Pass
774,Male,17,2.5,90,53,61,D,Yes,67,Pass
775,Male,19,1.6,98,84,93,B,No,81,Pass
776,Female,17,9.8,64,78,72,D,Yes,106,Pass
777,Male,20,3.9,72,41,55,B,Yes,64,Pass
778,Male,23,9.5,51,85,48,A,Yes,97,Pass
779,Female,18,2.4,74,61,58,B,No,64,Pass
780,Male,17,5.5,70,50,46,B,No,72,Pass
781,Female,21,7.2,67,76,56,A,No,90,Pass
782,Male,18,7.9,96,84,65,A,No,106,Pass
783,Male,21,4.4,58,72,79,A,Yes,76,Pass
784,Male,22,1.2,79,85,66,D,No,68,Pass
785,Male,23,3.4,79,48,54,B,Yes,65,Pass
786,Female,19,6.7,69,41,93,C,No,85,Pass
787,Female,23,8.2,68,83,49,D,Yes,96,Pass
788,Female,18,3.3,73,85,86,A,No,81,Pass
789,Female,19,8,95,75,63,D,No,103,Pass
790,Female,19,1.9,96,86,41,A,Yes,72,Pass
791,Female,17,9.5,99,84,94,A,No,121,Pass
792,Male,17,4.4,79,44,89,D,Yes,76,Pass
793,Male,18,3.4,96,75,68,B,No,81,Pass
794,Female,22,8.6,57,65,50,B,No,89,Pass
795,Female,18,5.8,75,47,95,A,No,84,Pass
796,Male,19,8.2,91,79,93,A,No,110,Pass
797,Female,23,8.9,100,60,62,B,No,104,Pass
798,Female,23,8.4,54,58,73,A,Yes,90,Pass
799,Male,21,6.7,53,75,46,B,No,81,Pass
800,Male,23,7.9,92,88,95,D,Yes,112,Pass
801,Male,17,3.7,71,93,55,B,No,78,Pass
802,Female,17,10,80,85,85,D,Yes,116,Pass
803,Female,18,1.3,64,91,77,D,No,68,Pass
804,Female,22,5.5,91,50,79,A,Yes,85,Pass
805,Female,22,9.4,98,78,44,D,No,108,Pass
806,Female,21,9.9,85,88,43,A,No,110,Pass
807,Male,20,5.8,85,46,50,D,Yes,78,Pass
808,Female,18,3.7,68,87,43,A,No,73,Pass
809,Female,19,8.3,93,67,52,A,No,99,Pass
810,Female,20,6.4,55,42,40,C,Yes,69,Pass
811,Male,18,9,91,66,88,D,Yes,109,Pass
812,Female,18,8.7,55,80,59,A,Yes,95,Pass
813,Female,23,8.4,52,78,65,A,No,94,Pass
814,Male,19,1.6,69,49,83,C,Yes,60,Pass
815,Female,19,3.5,72,99,47,D,Yes,78,Pass
816,Female,21,3.8,55,94,91,C,Yes,81,Pass
817,Female,21,3,76,75,82,D,Yes,76,Pass
818,Female,17,6,96,46,81,D,Yes,88,Pass
819,Male,17,4,84,71,64,D,No,79,Pass
820,Female,18,7.2,60,44,68,C,No,80,Pass
821,Female,18,4.1,50,62,42,B,Yes,62,Pass
822,Female,18,8.7,77,92,70,D,Yes,108,Pass
823,Male,21,4.5,50,54,90,C,No,71,Pass
824,Male,20,6.6,91,96,44,A,Yes,97,Pass
825,Male,18,9.5,81,97,80,C,No,116,Pass
826,Female,21,6.5,98,82,83,B,No,103,Pass
827,Female,18,7.9,63,60,53,B,Yes,87,Pass
828,Male,21,4.5,74,63,46,B,Yes,72,Pass
829,Male,23,9.1,100,70,93,A,No,115,Pass
830,Male,20,5.7,77,91,80,A,Yes,94,Pass
831,Female,21,9.1,95,75,51,B,Yes,106,Pass
832,Female,21,3,92,82,56,D,No,78,Pass
833,Male,17,3.3,80,42,50,A,No,63,Pass
834,Female,21,3.6,54,47,48,C,Yes,57,Pass
835,Male,18,2.9,79,75,90,D,Yes,78,Pass
836,Male,19,3.9,84,47,76,B,Yes,74,Pass
837,Male,18,5,67,49,57,A,No,71,Pass
838,Female,18,3.9,73,97,50,D,No,80,Pass
839,Female,22,3.4,69,40,40,D,Yes,57,Pass
840,Female,17,4.8,79,86,50,A,Yes,83,Pass
841,Male,18,9.6,98,68,82,B,No,114,Pass
842,Female,22,2.9,90,96,95,B,No,89,Pass
843,Female,23,6.5,92,60,73,C,Yes,92,Pass
844,Female,22,7,80,75,50,C,Yes,91,Pass
845,Male,21,5.2,71,85,49,A,Yes,82,Pass
846,Male,18,9.9,91,58,69,A,No,107,Pass
847,Male,17,4.3,75,84,85,B,No,86,Pass
848,Male,22,4.4,81,44,95,A,No,78,Pass
849,Male,20,2.5,71,75,48,D,Yes,65,Pass
850,Female,18,6,80,42,52,D,Yes,77,Pass
851,Female,21,1.6,53,71,56,B,No,56,Pass
852,Male,21,2.3,93,45,46,B,Yes,62,Pass
853,Female,20,4.9,97,81,74,B,No,92,Pass
854,Female,20,7.1,93,67,53,C,Yes,94,Pass
855,Male,18,4.1,95,85,79,C,No,90,Pass
856,Male,21,4.1,75,90,53,C,Yes,80,Pass
857,Male,17,1,88,41,61,C,No,55,Pass
858,Male,21,2.7,63,62,41,A,No,59,Pass
859,Male,17,3,95,94,49,B,Yes,81,Pass
860,Female,18,6.6,68,88,98,D,No,99,Pass
861,Female,17,2.9,96,78,70,C,No,80,Pass
862,Male,23,6.2,99,76,73,D,Yes,98,Pass
863,Male,21,4.7,85,40,91,B,Yes,79,Pass
864,Female,21,5.9,90,88,73,B,No,97,Pass
865,Male,22,7.7,77,61,60,D,No,91,Pass
866,Female,19,3.1,65,55,96,B,No,70,Pass
867,Female,18,6.8,95,59,68,B,Yes,93,Pass
868,Female,17,6.7,57,78,52,B,Yes,84,Pass
869,Male,17,9.8,66,49,47,A,Yes,92,Pass
870,Male,23,4.9,99,59,54,C,No,82,Pass
871,Male,17,9.9,88,41,84,D,Yes,105,Pass
872,Male,17,8.4,99,40,62,A,Yes,96,Pass
873,Female,19,5.2,83,58,40,C,No,76,Pass
874,Female,18,8.5,52,55,62,C,No,87,Pass
875,Female,20,4.1,73,97,98,B,Yes,91,Pass
876,Female,20,3.7,97,83,82,D,Yes,88,Pass
877,Male,19,9,97,98,54,C,No,114,Pass
878,Female,23,7.7,94,70,81,B,No,103,Pass
879,Female,18,5.4,82,58,54,B,Yes,79,Pass
880,Female,18,8.5,100,40,97,C,No,103,Pass
881,Male,22,9.7,94,54,82,D,Yes,109,Pass
882,Female,18,5.5,71,74,63,B,Yes,83,Pass
883,Female,23,8.9,50,74,45,A,No,90,Pass
884,Male,21,7.8,56,54,59,C,No,83,Pass
885,Female,17,6.8,81,63,89,A,No,94,Pass
886,Male,21,3.7,69,60,95,C,Yes,76,Pass
887,Female,20,8.8,53,46,76,C,No,88,Pass
888,Female,18,6.3,99,79,72,C,No,99,Pass
889,Female,17,4,77,98,44,D,Yes,81,Pass
890,Female,22,4.3,98,74,47,D,Yes,82,Pass
891,Male,21,6.2,87,40,91,D,No,87,Pass
892,Male,17,6.4,54,52,82,B,No,80,Pass
893,Female,17,6.7,100,72,88,A,No,102,Pass
894,Female,22,2.4,80,76,94,A,Yes,77,Pass
895,Female,21,7.8,68,46,45,A,No,82,Pass
896,Male,19,7,61,81,73,C,No,92,Pass
897,Male,19,10,75,67,67,C,No,106,Pass
898,Female,19,2.1,91,61,90,D,No,74,Pass
899,Male,22,7.7,89,86,43,D,No,99,Pass
900,Female,19,1.8,93,86,100,C,No,82,Pass
901,Female,22,1.9,82,63,70,A,No,67,Pass
902,Female,18,2.8,56,59,94,B,No,67,Pass
903,Male,20,7.7,84,67,63,C,Yes,96,Pass
904,Male,20,1,84,84,73,C,No,70,Pass
905,Female,23,9.9,88,57,54,D,Yes,103,Pass
906,Male,18,8.7,79,52,89,D,No,100,Pass
907,Female,19,6.8,59,43,90,B,No,82,Pass
908,Male,17,7.5,99,69,91,D,Yes,106,Pass
909,Male,19,9.6,51,96,54,A,Yes,102,Pass
910,Male,21,8.2,100,90,66,D,No,111,Pass
911,Female,18,3.3,66,61,77,C,Yes,70,Pass
912,Female,20,4.4,85,50,89,D,No,80,Pass
913,Female,19,5.5,85,70,94,A,No,92,Pass
914,Male,18,2.3,58,88,65,A,No,68,Pass
915,Female,23,7.9,55,69,96,B,Yes,95,Pass
916,Female,17,9.8,56,66,87,A,No,103,Pass
917,Male,17,6.4,99,71,62,B,No,95,Pass
918,Male,20,7.9,87,69,92,D,Yes,104,Pass
919,Female,21,3.3,53,63,87,B,Yes,68,Pass
920,Male,19,3.4,59,74,99,B,No,76,Pass
921,Female,21,5.5,87,78,66,C,Yes,90,Pass
922,Male,23,1.6,50,73,49,C,No,54,Pass
923,Male,22,3.2,58,71,96,D,Yes,73,Pass
924,Male,19,6.4,84,66,85,D,Yes,94,Pass
925,Male,23,7.7,56,88,41,D,No,89,Pass
926,Male,18,9.4,60,89,64,A,No,104,Pass
927,Male,20,4,81,60,62,D,Yes,74,Pass
928,Female,18,6.1,62,88,62,B,No,87,Pass
929,Female,21,9.8,72,41,51,D,Yes,93,Pass
930,Female,17,5.9,94,57,52,C,No,85,Pass
931,Male,17,2.8,92,86,44,A,No,76,Pass
932,Female,20,7,74,89,86,D,No,101,Pass
933,Female,22,2,94,52,62,C,Yes,66,Pass
934,Male,18,1.6,99,100,59,A,No,79,Pass
935,Female,23,8.5,68,67,100,B,Yes,103,Pass
936,Female,20,6.5,52,60,62,D,Yes,78,Pass
937,Male,17,9.2,65,79,64,C,No,102,Pass
938,Female,22,5.9,99,81,54,D,Yes,94,Pass
939,Female,23,4.2,79,65,87,C,No,81,Pass
940,Male,18,3.3,58,55,72,C,No,64,Pass
941,Female,23,5.8,92,61,78,A,Yes,90,Pass
942,Male,19,9.6,61,63,87,B,No,102,Pass
943,Female,20,4.1,56,65,95,C,No,75,Pass
944,Male,22,9.1,84,52,77,B,Yes,101,Pass
945,Female,20,5.6,78,76,58,B,No,85,Pass
946,Female,22,1.7,56,48,91,C,Yes,57,Pass
947,Female,18,2.8,94,96,87,C,Yes,88,Pass
948,Male,23,8,67,82,48,C,Yes,94,Pass
949,Female,17,6.1,63,76,66,B,Yes,85,Pass
950,Male,22,5.4,75,56,76,C,Yes,81,Pass
951,Female,21,3.1,82,81,81,C,Yes,80,Pass
952,Male,17,3.1,80,87,44,B,Yes,74,Pass
953,Female,22,3.6,74,47,57,A,No,65,Pass
954,Male,17,6.7,78,90,66,D,No,97,Pass
955,Male,20,2.1,86,84,52,A,Yes,71,Pass
956,Male,20,2.3,82,63,60,D,No,67,Pass
957,Female,22,9.3,63,72,60,B,Yes,99,Pass
958,Male,21,6.5,82,88,100,D,Yes,103,Pass
959,Female,18,9.5,71,56,55,A,No,96,Pass
960,Male,17,2.6,69,99,51,D,No,73,Pass
961,Male,17,1.9,61,42,74,A,Yes,55,Pass
962,Male,20,9.3,63,43,72,B,Yes,92,Pass
963,Female,23,2.9,90,64,55,A,Yes,71,Pass
964,Female,19,4.9,89,94,53,D,Yes,90,Pass
965,Female,23,8,79,50,51,D,Yes,88,Pass
966,Male,21,7.4,69,56,86,C,Yes,91,Pass
967,Female,20,4.5,60,82,72,B,Yes,79,Pass
968,Female,23,1.6,54,90,81,C,No,67,Pass
969,Male,19,1.6,76,45,79,B,No,60,Pass
970,Male,21,4.3,78,68,58,A,Yes,76,Pass
971,Female,17,3.7,83,57,69,B,Yes,74,Pass
972,Female,20,3.2,91,44,99,B,No,76,Pass
973,Male,18,5.6,54,85,41,D,Yes,77,Pass
974,Male,17,3.6,94,90,55,C,No,84,Pass
975,Male,21,8.7,75,70,53,A,Yes,97,Pass
976,Male,23,4.3,50,92,50,A,No,74,Pass
977,Female,20,7.9,74,70,71,C,No,96,Pass
978,Male,22,3.4,55,49,70,A,No,62,Pass
979,Female,21,8.4,86,91,85,B,No,112,Pass
980,Female,18,4.4,97,64,58,D,No,81,Pass
981,Female,18,5.2,79,70,54,B,No,81,Pass
982,Male,18,9.5,67,93,94,C,Yes,114,Pass
983,Female,22,4.8,85,91,60,D,Yes,88,Pass
984,Male,19,8.2,70,62,61,D,No,92,Pass
985,Female,23,1.9,55,70,89,A,No,64,Pass
986,Male,20,5,83,47,57,D,No,75,Pass
987,Male,18,1.3,86,87,56,A,No,69,Pass
988,Male,19,10,100,82,78,B,Yes,120,Pass
989,Female,19,1.4,96,41,51,A,Yes,58,Pass
990,Male,18,1.2,90,40,93,D,Yes,63,Pass
991,Female,21,6.8,83,56,46,B,Yes,84,Pass
992,Female,20,3.2,69,61,80,D,No,71,Pass
993,Female,18,7.1,83,69,64,D,No,93,Pass
994,Female,21,3.1,93,82,63,D,Yes,80,Pass
995,Male,18,1.6,51,63,82,A,No,58,Pass
996,Female,19,2.2,74,99,68,C,Yes,76,Pass
997,Female,18,9.7,55,91,65,D,Yes,105,Pass
998,Male,20,7.1,89,62,46,D,Yes,90,Pass
999,Female,18,5.5,65,45,73,D,Yes,75,Pass
